withdraw_15d_Cocaine,split_10,split_10,100,0.017731511049289612,5,10.658536585365853,5.279275156729053,-2.4627310110946787,1.0,0.4691075514874142
withdraw_15d_Cocaine,split_10,split_30,100,3.1469640081333353e-06,4,16.433734939759034,6.262565657543158,-4.968501884345732,0.9882352941176471,0.24340175953079182
withdraw_15d_Cocaine,split_10,split_50,100,5.05028010371734e-08,4,18.362204724409448,5.1009337218674435,-6.3591090517091615,0.9922480620155039,0.21783876500857632
withdraw_15d_Cocaine,split_30,split_10,100,7.258517387026246e-05,5,14.976470588235294,5.043812064868471,-4.44219356302569,0.9885057471264368,0.33385703063629224
withdraw_15d_Cocaine,split_30,split_30,100,3.557809041818233e-12,6,32.68217054263566,16.306174816303724,-6.60762075535804,1.0,0.18358633776091082
withdraw_15d_Cocaine,split_30,split_50,100,3.329761357176196e-17,6,41.664739884393065,19.81620830116656,-8.011775688362967,1.0,0.14400665926748057
withdraw_15d_Cocaine,split_50,split_10,100,2.7439757014894764e-06,5,16.428571428571427,3.869761645116062,-5.809648258065858,0.9925925925925926,0.30434782608695654
withdraw_15d_Cocaine,split_50,split_30,100,6.521868491373688e-17,6,40.632768361581924,18.404446815593037,-8.072830314226993,1.0,0.14766407119021133
withdraw_15d_Cocaine,split_50,split_50,100,3.702959016422542e-27,4,55.63800904977376,27.762100839935457,-9.800389258002786,1.0,0.07189329863370202
withdraw_48h_Cocaine,split_10,split_10,100,0.2890227213250099,9,11.212765957446809,5.089482420401389,-0.9808411369143211,0.96,0.8026565464895635
withdraw_48h_Cocaine,split_10,split_30,100,0.17713996498714724,17,20.78021978021978,9.236793580539722,-1.243816836191353,0.989247311827957,0.8180856689582231
withdraw_48h_Cocaine,split_10,split_50,100,0.07985649968334207,19,24.11111111111111,8.37946718648473,-1.7656601686806859,0.9927007299270073,0.7880184331797235
withdraw_48h_Cocaine,split_30,split_10,100,0.21036273878227424,12,14.637362637362637,4.4857308391077995,-1.2452405197042191,0.9787234042553191,0.8198198198198199
withdraw_48h_Cocaine,split_30,split_30,100,0.23199824298028726,30,33.98518518518519,16.85725754716008,-0.9706329856427052,0.9927007299270073,0.8827375762859633
withdraw_48h_Cocaine,split_30,split_50,100,0.06825908435223343,36,43.82122905027933,21.2031512590595,-1.6985361677017639,0.994475138121547,0.8215196328403875
withdraw_48h_Cocaine,split_50,split_10,100,0.08627334463785817,13,16.6734693877551,3.604567062574502,-1.934861442194142,0.9932885906040269,0.7796817625458996
withdraw_48h_Cocaine,split_50,split_30,100,0.01640654707975862,32,42.19895287958115,18.39738276458761,-2.377812267083279,1.0,0.7583126550868486
withdraw_48h_Cocaine,split_50,split_50,100,0.0017068838723792884,42,58.638297872340424,29.011259051441915,-3.089054756106783,1.0,0.716255442670537
